ID,State,City,Locality,Property_Type,BHK,Size_in_SqFt,Price_in_Lakhs,Price_per_SqFt,Year_Built,Furnished_Status,Floor_No,Total_Floors,Age_of_Property,Nearby_Schools,Nearby_Hospitals,Public_Transport_Accessibility,Parking_Space,Security,Amenities,Facing,Owner_Type,Availability_Status
719,Uttarakhand,Dehradun,Locality_46,Villa,5,4580,212.83,0.05,2008,Furnished,7,4,17,9,1,High,No,No,"Garden, Gym",North,Owner,Under_Construction
720,Andhra Pradesh,Vishakhapatnam,Locality_416,Apartment,2,825,256.47,0.31,2020,Semi-furnished,8,23,5,2,9,Low,No,Yes,"Pool, Gym, Clubhouse, Garden",West,Owner,Under_Construction
721,Haryana,Faridabad,Locality_27,Villa,2,4041,251.42,0.06,2010,Semi-furnished,16,30,15,7,3,Low,No,No,"Gym, Pool, Garden, Clubhouse, Playground",West,Broker,Under_Construction
722,Maharashtra,Pune,Locality_140,Independent House,3,2027,248.55,0.12,1998,Semi-furnished,18,10,27,5,8,Medium,No,No,"Playground, Gym, Garden",West,Builder,Under_Construction
723,Odisha,Bhubaneswar,Locality_71,Villa,2,4853,169.67,0.03,2007,Furnished,7,17,18,8,8,Low,Yes,Yes,Clubhouse,North,Owner,Ready_to_Move
724,Haryana,Gurgaon,Locality_254,Apartment,1,3993,123.78,0.03,2012,Furnished,14,5,13,1,10,Low,Yes,No,"Clubhouse, Garden, Pool",South,Builder,Under_Construction
725,Gujarat,Ahmedabad,Locality_92,Apartment,3,4969,214.87,0.04,2022,Semi-furnished,16,25,3,6,10,High,Yes,Yes,"Pool, Playground, Clubhouse",West,Owner,Under_Construction
726,Odisha,Cuttack,Locality_329,Apartment,3,4887,264.07,0.05,2016,Semi-furnished,8,28,9,3,10,Medium,Yes,No,Garden,North,Owner,Ready_to_Move
727,Uttar Pradesh,Noida,Locality_141,Villa,2,4365,234.85,0.05,2017,Unfurnished,22,6,8,3,7,Low,Yes,No,Gym,West,Builder,Ready_to_Move
728,Madhya Pradesh,Bhopal,Locality_379,Apartment,3,4417,369.7,0.08,1997,Unfurnished,18,24,28,9,1,High,No,No,"Playground, Gym, Pool",South,Builder,Ready_to_Move
729,Punjab,Amritsar,Locality_134,Apartment,5,1177,498.47,0.42,2017,Unfurnished,7,23,8,9,2,High,Yes,No,Gym,South,Builder,Under_Construction
730,Haryana,Faridabad,Locality_292,Apartment,4,3437,409.3,0.12,2005,Furnished,28,15,20,1,9,Low,No,No,"Playground, Gym",West,Owner,Under_Construction
731,Punjab,Ludhiana,Locality_194,Apartment,5,4546,426.48,0.09,2003,Furnished,20,3,22,4,1,High,Yes,No,"Gym, Pool, Garden, Playground",South,Broker,Under_Construction
732,Uttarakhand,Haridwar,Locality_182,Apartment,4,3379,101.86,0.03,2012,Furnished,1,22,13,1,2,High,No,No,"Clubhouse, Garden",North,Owner,Ready_to_Move
733,Punjab,Ludhiana,Locality_465,Villa,4,2857,437.74,0.15,2022,Unfurnished,29,14,3,2,3,Low,Yes,Yes,Garden,East,Builder,Under_Construction
734,Chhattisgarh,Raipur,Locality_290,Villa,2,4321,436.5,0.1,1996,Semi-furnished,13,6,29,7,6,Medium,No,Yes,"Pool, Garden",South,Owner,Ready_to_Move
735,Maharashtra,Nagpur,Locality_328,Independent House,4,3657,176.91,0.05,2009,Furnished,29,22,16,7,2,Low,No,Yes,"Playground, Gym, Garden, Clubhouse",South,Broker,Under_Construction
736,Assam,Guwahati,Locality_376,Independent House,5,1889,382.73,0.2,2013,Furnished,2,13,12,2,2,Medium,Yes,Yes,"Playground, Pool",North,Owner,Ready_to_Move
737,Uttar Pradesh,Lucknow,Locality_104,Villa,1,986,356.61,0.36,2007,Unfurnished,25,29,18,3,4,Low,Yes,No,"Pool, Clubhouse, Playground, Gym",East,Owner,Ready_to_Move
738,Delhi,Dwarka,Locality_85,Villa,1,1702,265.09,0.16,1999,Semi-furnished,18,22,26,2,10,High,Yes,Yes,"Garden, Gym, Pool, Clubhouse",North,Builder,Ready_to_Move
739,Rajasthan,Jaipur,Locality_209,Apartment,4,3733,456.37,0.12,2014,Unfurnished,6,20,11,1,1,Medium,Yes,Yes,"Pool, Playground, Gym, Clubhouse, Garden",West,Builder,Ready_to_Move
740,Telangana,Warangal,Locality_365,Independent House,3,4605,460.32,0.1,2023,Unfurnished,4,11,2,8,5,Low,Yes,Yes,"Clubhouse, Pool, Playground, Gym, Garden",West,Broker,Ready_to_Move
741,Odisha,Cuttack,Locality_292,Independent House,1,1271,365.81,0.29,2004,Semi-furnished,30,15,21,10,1,Medium,No,Yes,"Playground, Garden",South,Builder,Ready_to_Move
742,Chhattisgarh,Bilaspur,Locality_116,Apartment,2,760,439.2,0.58,2002,Unfurnished,27,3,23,2,2,Medium,No,Yes,"Playground, Clubhouse, Pool",West,Owner,Ready_to_Move
743,Rajasthan,Jaipur,Locality_365,Villa,5,3453,188.46,0.05,2015,Furnished,0,4,10,2,4,Medium,No,No,"Gym, Clubhouse, Garden",East,Builder,Under_Construction
744,Odisha,Cuttack,Locality_455,Villa,2,1200,437.03,0.36,2022,Semi-furnished,14,14,3,1,9,High,No,No,Garden,West,Owner,Under_Construction
745,Odisha,Bhubaneswar,Locality_476,Independent House,2,1839,450.94,0.25,2010,Furnished,5,1,15,1,2,Low,Yes,No,"Gym, Clubhouse",East,Owner,Ready_to_Move
746,Bihar,Patna,Locality_25,Apartment,5,1652,54.3,0.03,2023,Semi-furnished,28,6,2,4,2,High,No,No,"Garden, Pool",South,Builder,Ready_to_Move
747,Maharashtra,Nagpur,Locality_295,Villa,1,1341,453.07,0.34,1990,Furnished,27,3,35,9,8,Medium,Yes,No,Playground,South,Builder,Under_Construction
748,Delhi,Dwarka,Locality_70,Independent House,4,1302,449.87,0.35,2012,Furnished,12,3,13,3,8,Medium,No,Yes,"Clubhouse, Gym, Pool, Garden",West,Owner,Under_Construction
749,Kerala,Kochi,Locality_334,Apartment,3,2180,152.17,0.07,2007,Unfurnished,7,17,18,2,7,Medium,No,Yes,"Garden, Clubhouse",South,Builder,Ready_to_Move
750,Rajasthan,Jaipur,Locality_63,Villa,4,1531,181.48,0.12,2015,Semi-furnished,19,23,10,4,10,High,No,Yes,"Pool, Gym, Clubhouse",East,Owner,Under_Construction
751,Andhra Pradesh,Vishakhapatnam,Locality_192,Villa,2,2028,467.68,0.23,2008,Unfurnished,6,28,17,9,5,Low,Yes,No,"Playground, Gym, Pool, Clubhouse, Garden",South,Builder,Under_Construction
752,Rajasthan,Jaipur,Locality_173,Apartment,4,2510,279.8,0.11,2017,Semi-furnished,28,29,8,10,4,Medium,No,Yes,"Clubhouse, Playground, Garden, Gym, Pool",West,Builder,Under_Construction
753,Kerala,Trivandrum,Locality_444,Apartment,3,3650,399.31,0.11,2014,Furnished,26,28,11,3,10,High,Yes,Yes,"Playground, Garden, Clubhouse",North,Builder,Under_Construction
754,Jharkhand,Jamshedpur,Locality_65,Villa,3,3982,183.37,0.05,2007,Semi-furnished,27,17,18,9,9,Low,No,No,"Playground, Garden, Pool, Clubhouse, Gym",South,Builder,Under_Construction
755,Madhya Pradesh,Bhopal,Locality_133,Villa,5,2490,177.3,0.07,2013,Unfurnished,23,22,12,4,4,High,Yes,Yes,"Garden, Playground",West,Broker,Under_Construction
756,Odisha,Cuttack,Locality_491,Independent House,4,1354,51.21,0.04,2012,Unfurnished,1,28,13,1,4,High,Yes,Yes,"Playground, Gym",East,Owner,Under_Construction
757,Chhattisgarh,Bilaspur,Locality_438,Apartment,2,4419,334.06,0.08,2019,Semi-furnished,3,8,6,6,5,High,Yes,No,"Garden, Pool, Gym, Clubhouse",North,Owner,Ready_to_Move
758,Assam,Silchar,Locality_241,Villa,4,2326,101.7,0.04,1993,Semi-furnished,30,4,32,2,3,Low,No,Yes,"Clubhouse, Pool, Garden, Gym, Playground",South,Owner,Ready_to_Move
759,Madhya Pradesh,Bhopal,Locality_175,Apartment,4,2300,229.11,0.1,2012,Unfurnished,16,15,13,7,4,Low,Yes,Yes,"Playground, Clubhouse, Gym",North,Owner,Under_Construction
760,Telangana,Hyderabad,Locality_129,Villa,3,2143,139.7,0.07,2021,Furnished,8,13,4,6,8,Low,No,Yes,"Playground, Garden, Pool, Gym, Clubhouse",South,Builder,Ready_to_Move
761,Chhattisgarh,Raipur,Locality_386,Independent House,4,1742,380.49,0.22,2010,Unfurnished,13,23,15,3,2,Medium,No,No,"Pool, Garden, Playground",East,Broker,Ready_to_Move
762,Haryana,Gurgaon,Locality_448,Apartment,4,3412,38.66,0.01,1996,Unfurnished,28,29,29,3,8,High,No,Yes,"Pool, Playground",South,Broker,Under_Construction
763,Madhya Pradesh,Bhopal,Locality_193,Independent House,2,1928,152.42,0.08,2002,Unfurnished,15,27,23,5,4,Low,No,Yes,"Pool, Garden",North,Builder,Under_Construction
764,Bihar,Patna,Locality_451,Independent House,2,2826,495.42,0.18,1993,Semi-furnished,12,21,32,1,1,High,No,No,"Playground, Garden",South,Builder,Ready_to_Move
765,Punjab,Amritsar,Locality_421,Independent House,1,4922,236.53,0.05,2006,Furnished,3,29,19,6,3,Low,Yes,Yes,"Pool, Clubhouse, Garden",East,Builder,Under_Construction
766,Kerala,Trivandrum,Locality_249,Villa,4,2327,302.15,0.13,2017,Semi-furnished,0,15,8,4,2,Low,Yes,Yes,"Clubhouse, Pool, Gym",South,Broker,Under_Construction
767,Punjab,Amritsar,Locality_342,Independent House,5,2600,490.67,0.19,2013,Furnished,11,9,12,8,6,High,Yes,No,"Clubhouse, Gym",West,Builder,Under_Construction
768,Rajasthan,Jaipur,Locality_300,Independent House,3,3455,213.63,0.06,2003,Unfurnished,7,17,22,3,3,Medium,Yes,Yes,"Clubhouse, Gym",East,Builder,Under_Construction
769,Tamil Nadu,Chennai,Locality_283,Villa,1,2835,132.82,0.05,1994,Semi-furnished,11,2,31,5,3,Medium,Yes,No,"Garden, Pool, Playground",North,Broker,Ready_to_Move
770,Uttar Pradesh,Noida,Locality_80,Apartment,3,832,231.36,0.28,1991,Furnished,26,13,34,8,10,High,Yes,No,"Pool, Playground, Garden, Gym",North,Owner,Ready_to_Move
771,Haryana,Faridabad,Locality_38,Villa,2,3410,393.99,0.12,2001,Semi-furnished,8,21,24,8,2,Low,No,Yes,"Garden, Pool, Gym, Playground, Clubhouse",East,Builder,Under_Construction
772,Tamil Nadu,Coimbatore,Locality_59,Apartment,5,2398,191.36,0.08,2023,Semi-furnished,9,14,2,8,7,Low,No,No,"Clubhouse, Pool, Garden, Playground",North,Owner,Under_Construction
773,Chhattisgarh,Raipur,Locality_190,Apartment,3,3733,40.58,0.01,2020,Furnished,10,14,5,9,7,High,No,No,Garden,North,Broker,Under_Construction
774,Gujarat,Ahmedabad,Locality_426,Independent House,3,2663,463.5,0.17,2010,Unfurnished,20,2,15,4,9,Low,Yes,Yes,"Playground, Clubhouse, Gym, Pool, Garden",North,Owner,Under_Construction
775,Uttar Pradesh,Noida,Locality_305,Apartment,5,2719,291.49,0.11,2020,Unfurnished,29,8,5,10,1,Low,No,Yes,"Gym, Playground, Clubhouse",West,Owner,Ready_to_Move
776,Uttar Pradesh,Noida,Locality_139,Apartment,1,4183,422.09,0.1,1997,Unfurnished,20,17,28,9,6,Medium,Yes,Yes,Garden,East,Owner,Under_Construction
777,Odisha,Bhubaneswar,Locality_304,Apartment,4,4000,75.25,0.02,2004,Unfurnished,8,21,21,6,6,Medium,Yes,No,"Clubhouse, Playground, Gym",North,Builder,Ready_to_Move
778,Punjab,Ludhiana,Locality_316,Villa,3,2214,81.75,0.04,2012,Unfurnished,26,27,13,8,5,High,No,No,"Garden, Playground",South,Owner,Ready_to_Move
779,Jharkhand,Jamshedpur,Locality_346,Apartment,5,4401,293.96,0.07,1991,Semi-furnished,25,14,34,9,2,Medium,No,No,"Gym, Garden, Pool, Playground, Clubhouse",South,Broker,Under_Construction
780,Assam,Guwahati,Locality_183,Villa,5,3929,193.66,0.05,1999,Furnished,25,30,26,4,6,High,Yes,No,"Playground, Garden",South,Broker,Under_Construction
781,Uttarakhand,Dehradun,Locality_444,Apartment,2,3901,21.15,0.01,2007,Semi-furnished,19,23,18,3,3,Low,Yes,No,"Clubhouse, Gym, Garden, Playground",South,Broker,Ready_to_Move
782,Kerala,Kochi,Locality_224,Apartment,3,3713,34.24,0.01,2007,Furnished,23,7,18,8,3,Medium,No,Yes,"Garden, Clubhouse, Pool",West,Owner,Ready_to_Move
783,Tamil Nadu,Chennai,Locality_46,Villa,2,1656,289.51,0.17,2012,Semi-furnished,4,2,13,8,8,High,No,No,"Gym, Playground, Garden, Pool",East,Broker,Under_Construction
784,Uttar Pradesh,Lucknow,Locality_104,Independent House,3,1887,242.26,0.13,2013,Unfurnished,30,7,12,1,3,Low,No,Yes,"Gym, Clubhouse, Playground, Garden, Pool",West,Owner,Ready_to_Move
785,Kerala,Kochi,Locality_31,Villa,4,3790,444.57,0.12,1998,Semi-furnished,7,28,27,7,4,Low,No,No,"Gym, Playground, Garden",North,Broker,Under_Construction
786,Rajasthan,Jodhpur,Locality_159,Independent House,3,2685,459.54,0.17,2022,Furnished,1,15,3,4,3,Low,Yes,Yes,"Clubhouse, Playground",East,Owner,Ready_to_Move
787,Madhya Pradesh,Indore,Locality_315,Independent House,5,1070,129.9,0.12,1996,Unfurnished,18,22,29,8,3,Low,No,Yes,"Garden, Clubhouse, Pool, Gym, Playground",North,Broker,Ready_to_Move
788,Gujarat,Ahmedabad,Locality_463,Independent House,2,1483,39.7,0.03,2000,Semi-furnished,25,5,25,7,9,Low,No,Yes,"Garden, Gym",North,Builder,Under_Construction
789,Kerala,Trivandrum,Locality_373,Independent House,1,4603,141.14,0.03,2008,Unfurnished,0,14,17,10,3,Low,No,Yes,Playground,North,Owner,Under_Construction
790,Maharashtra,Nagpur,Locality_368,Apartment,5,3050,415.7,0.14,2017,Semi-furnished,13,21,8,3,1,High,No,Yes,"Pool, Garden",North,Builder,Ready_to_Move
791,Chhattisgarh,Bilaspur,Locality_186,Independent House,4,1069,117.26,0.11,2014,Furnished,9,20,11,1,7,Low,Yes,No,"Clubhouse, Gym, Playground, Garden, Pool",South,Broker,Under_Construction
792,West Bengal,Kolkata,Locality_377,Apartment,2,1748,132.32,0.08,2002,Furnished,6,7,23,8,5,Medium,No,No,"Garden, Gym, Pool",North,Builder,Under_Construction
793,Punjab,Ludhiana,Locality_400,Apartment,3,3547,134.56,0.04,2013,Unfurnished,11,17,12,1,1,Low,Yes,Yes,"Clubhouse, Gym, Garden, Playground",South,Builder,Ready_to_Move
794,Karnataka,Mangalore,Locality_261,Villa,1,4953,122.14,0.02,1998,Semi-furnished,0,14,27,6,2,Medium,Yes,Yes,"Gym, Playground",East,Owner,Under_Construction
795,Karnataka,Bangalore,Locality_174,Villa,3,2716,99.46,0.04,2004,Furnished,7,7,21,3,8,Low,Yes,Yes,"Gym, Garden, Clubhouse, Playground, Pool",East,Owner,Ready_to_Move
796,Chhattisgarh,Raipur,Locality_139,Independent House,5,735,414.46,0.56,2018,Semi-furnished,29,14,7,2,4,High,No,Yes,Pool,South,Broker,Under_Construction
797,Kerala,Trivandrum,Locality_498,Apartment,1,1857,353.55,0.19,2012,Semi-furnished,15,25,13,5,10,Low,No,No,"Gym, Clubhouse",East,Builder,Ready_to_Move
798,West Bengal,Durgapur,Locality_230,Independent House,3,1030,24.68,0.02,1990,Semi-furnished,2,3,35,1,4,High,Yes,Yes,"Garden, Clubhouse",South,Builder,Ready_to_Move
799,Odisha,Cuttack,Locality_224,Villa,1,1046,32.34,0.03,2015,Furnished,13,13,10,5,3,Low,No,Yes,"Garden, Playground, Gym, Clubhouse, Pool",East,Owner,Under_Construction
800,Tamil Nadu,Chennai,Locality_491,Independent House,5,1384,496.66,0.36,2001,Furnished,27,18,24,3,3,Low,Yes,Yes,"Playground, Gym, Garden",South,Builder,Under_Construction
801,Maharashtra,Pune,Locality_158,Villa,4,2404,155.19,0.06,2004,Semi-furnished,13,5,21,1,4,Medium,No,Yes,"Playground, Garden, Pool, Clubhouse, Gym",East,Broker,Under_Construction
802,Jharkhand,Ranchi,Locality_182,Independent House,4,2186,151.97,0.07,2012,Unfurnished,2,20,13,6,1,High,No,No,"Garden, Playground",East,Owner,Under_Construction
803,Kerala,Trivandrum,Locality_9,Villa,3,3073,307.43,0.1,2023,Semi-furnished,11,12,2,7,8,High,No,No,"Garden, Pool, Gym, Clubhouse, Playground",South,Builder,Under_Construction
804,Odisha,Bhubaneswar,Locality_64,Apartment,2,2089,499.52,0.24,2021,Semi-furnished,4,6,4,3,10,High,Yes,No,"Playground, Gym, Pool, Garden, Clubhouse",West,Owner,Under_Construction
805,Odisha,Bhubaneswar,Locality_498,Independent House,3,4949,192.85,0.04,2022,Unfurnished,0,13,3,10,2,Medium,Yes,No,"Clubhouse, Pool, Gym, Playground, Garden",South,Builder,Ready_to_Move
806,Bihar,Gaya,Locality_151,Apartment,1,1060,427.46,0.4,2013,Semi-furnished,23,6,12,3,2,Medium,No,No,"Gym, Clubhouse, Garden, Pool",West,Owner,Under_Construction
807,Haryana,Gurgaon,Locality_334,Villa,2,4634,114.31,0.02,2006,Furnished,6,4,19,3,10,Low,Yes,No,"Pool, Gym, Playground",East,Builder,Under_Construction
808,Gujarat,Ahmedabad,Locality_230,Apartment,2,4495,167.94,0.04,2001,Furnished,26,11,24,5,7,Low,Yes,Yes,"Gym, Pool, Clubhouse, Playground, Garden",East,Builder,Ready_to_Move
809,Karnataka,Mangalore,Locality_238,Villa,1,3491,251.42,0.07,2006,Unfurnished,14,2,19,4,5,High,No,No,"Pool, Gym",North,Builder,Under_Construction
810,Punjab,Ludhiana,Locality_341,Apartment,5,4395,390.65,0.09,1993,Semi-furnished,16,6,32,1,6,Medium,No,No,"Garden, Gym, Clubhouse, Playground, Pool",North,Owner,Ready_to_Move
811,Odisha,Bhubaneswar,Locality_356,Apartment,4,1798,314.68,0.18,1993,Furnished,11,4,32,10,7,High,Yes,No,Pool,North,Broker,Under_Construction
812,Tamil Nadu,Coimbatore,Locality_193,Independent House,3,4595,321.07,0.07,2002,Furnished,21,22,23,7,2,High,No,Yes,"Gym, Pool",North,Builder,Ready_to_Move
813,Delhi,Dwarka,Locality_100,Independent House,4,4204,315.29,0.07,2001,Unfurnished,0,10,24,4,8,High,Yes,Yes,"Garden, Pool, Clubhouse",West,Builder,Under_Construction
814,Andhra Pradesh,Vijayawada,Locality_362,Apartment,1,1183,485.34,0.41,2010,Furnished,29,11,15,2,2,High,Yes,Yes,Playground,East,Broker,Under_Construction
815,Odisha,Bhubaneswar,Locality_172,Villa,4,4878,465.48,0.1,2023,Unfurnished,12,7,2,4,4,Low,No,No,Garden,South,Builder,Ready_to_Move
816,Delhi,New Delhi,Locality_453,Villa,5,4796,498.85,0.1,2006,Unfurnished,2,10,19,1,3,High,No,Yes,"Clubhouse, Garden, Playground",East,Builder,Ready_to_Move
817,Jharkhand,Ranchi,Locality_198,Apartment,3,1112,267.26,0.24,1991,Semi-furnished,2,20,34,3,4,Low,No,Yes,"Garden, Pool, Playground, Gym",North,Builder,Under_Construction
818,Karnataka,Bangalore,Locality_194,Independent House,1,4942,30.14,0.01,2011,Unfurnished,8,24,14,8,5,Medium,Yes,No,"Playground, Gym",East,Owner,Ready_to_Move
819,West Bengal,Kolkata,Locality_373,Independent House,5,4990,469.66,0.09,2020,Semi-furnished,3,16,5,9,6,Low,No,Yes,"Clubhouse, Gym, Playground, Garden, Pool",North,Builder,Under_Construction
820,West Bengal,Kolkata,Locality_325,Independent House,1,3602,18.76,0.01,1991,Semi-furnished,5,22,34,2,2,Medium,Yes,No,Clubhouse,West,Owner,Under_Construction
821,Jharkhand,Ranchi,Locality_304,Independent House,2,2807,415.39,0.15,2018,Semi-furnished,23,28,7,9,3,High,Yes,Yes,"Playground, Gym",South,Broker,Ready_to_Move
822,Kerala,Kochi,Locality_292,Villa,5,1400,490.59,0.35,2004,Unfurnished,15,20,21,3,1,Low,Yes,Yes,"Gym, Garden, Clubhouse, Pool",North,Broker,Ready_to_Move
823,Delhi,New Delhi,Locality_251,Apartment,5,1131,23.33,0.02,1994,Unfurnished,14,13,31,7,5,Low,Yes,No,"Playground, Gym",North,Owner,Ready_to_Move
824,Rajasthan,Jodhpur,Locality_421,Apartment,2,1442,65.96,0.05,2012,Furnished,24,1,13,9,1,High,No,Yes,"Garden, Playground",East,Owner,Under_Construction
825,Tamil Nadu,Coimbatore,Locality_474,Independent House,3,4508,92.3,0.02,2000,Semi-furnished,6,21,25,8,7,Medium,Yes,No,Playground,South,Broker,Under_Construction
826,Chhattisgarh,Bilaspur,Locality_238,Independent House,2,1990,475.7,0.24,2019,Unfurnished,30,8,6,10,7,Medium,No,No,"Garden, Gym, Pool, Playground, Clubhouse",West,Owner,Ready_to_Move
827,Telangana,Warangal,Locality_136,Apartment,5,4029,299.62,0.07,2000,Semi-furnished,30,21,25,6,1,Medium,No,No,"Clubhouse, Pool",East,Broker,Under_Construction
828,Uttarakhand,Dehradun,Locality_283,Villa,1,1494,470.86,0.32,2009,Furnished,1,29,16,7,2,Medium,No,Yes,"Pool, Garden, Playground, Clubhouse, Gym",North,Broker,Ready_to_Move
829,Uttarakhand,Haridwar,Locality_256,Apartment,5,1150,271.45,0.24,2007,Furnished,2,29,18,2,2,Low,Yes,No,"Pool, Clubhouse, Playground, Garden",South,Broker,Ready_to_Move
830,Uttarakhand,Haridwar,Locality_279,Villa,5,3158,62.77,0.02,2018,Unfurnished,20,21,7,3,5,Low,Yes,Yes,"Playground, Gym, Garden",West,Owner,Ready_to_Move
831,Rajasthan,Jaipur,Locality_24,Villa,2,1459,158.21,0.11,2012,Furnished,8,12,13,9,2,Medium,Yes,Yes,"Garden, Clubhouse",North,Broker,Under_Construction
832,Assam,Guwahati,Locality_29,Villa,5,2124,209.47,0.1,1996,Furnished,23,28,29,6,7,Medium,Yes,Yes,"Gym, Clubhouse, Pool, Garden",West,Builder,Ready_to_Move
833,Andhra Pradesh,Vijayawada,Locality_92,Apartment,5,4753,137.91,0.03,2001,Semi-furnished,4,15,24,9,10,High,Yes,Yes,"Garden, Gym",East,Builder,Under_Construction
834,Bihar,Gaya,Locality_154,Apartment,3,2888,317.68,0.11,1990,Unfurnished,5,26,35,4,5,High,Yes,Yes,"Garden, Pool, Clubhouse, Playground",West,Broker,Under_Construction
835,Bihar,Gaya,Locality_460,Villa,5,1358,494.21,0.36,2015,Furnished,21,3,10,9,9,High,Yes,No,"Pool, Clubhouse, Garden, Gym",South,Builder,Ready_to_Move
836,Kerala,Trivandrum,Locality_113,Independent House,4,4912,64.77,0.01,1998,Unfurnished,6,8,27,2,9,High,Yes,No,"Pool, Garden, Playground, Gym, Clubhouse",West,Owner,Under_Construction
837,Jharkhand,Ranchi,Locality_197,Independent House,3,4495,384.39,0.09,1990,Semi-furnished,10,25,35,10,2,High,No,No,"Playground, Pool",North,Broker,Ready_to_Move
838,Telangana,Hyderabad,Locality_488,Villa,2,2851,223.81,0.08,2012,Furnished,11,13,13,8,3,Low,No,No,"Pool, Clubhouse, Playground",South,Builder,Ready_to_Move
839,Kerala,Kochi,Locality_119,Apartment,2,4983,159.56,0.03,2003,Furnished,24,23,22,9,6,High,No,Yes,"Gym, Playground, Garden, Clubhouse, Pool",East,Builder,Ready_to_Move
840,Jharkhand,Ranchi,Locality_133,Independent House,5,4305,435.28,0.1,2022,Semi-furnished,14,10,3,4,8,High,No,No,"Clubhouse, Pool, Garden, Gym, Playground",North,Builder,Ready_to_Move
841,Uttarakhand,Haridwar,Locality_228,Villa,3,4028,166.64,0.04,1998,Furnished,14,26,27,2,5,Low,Yes,No,Playground,East,Broker,Under_Construction
842,Karnataka,Bangalore,Locality_261,Villa,5,1287,383.83,0.3,2019,Semi-furnished,8,12,6,1,9,Medium,Yes,Yes,Gym,East,Builder,Under_Construction
843,Uttarakhand,Haridwar,Locality_222,Villa,1,4245,487.2,0.11,2023,Furnished,6,10,2,4,4,Medium,Yes,Yes,Clubhouse,North,Owner,Under_Construction
844,Tamil Nadu,Coimbatore,Locality_465,Villa,1,569,425.43,0.75,1993,Semi-furnished,27,30,32,5,4,Medium,No,Yes,Gym,North,Broker,Under_Construction
845,Uttar Pradesh,Lucknow,Locality_180,Independent House,4,4910,276.1,0.06,2016,Unfurnished,1,6,9,8,2,Medium,No,Yes,"Pool, Gym, Playground, Clubhouse",West,Builder,Under_Construction
846,Uttar Pradesh,Lucknow,Locality_112,Villa,4,2119,113.66,0.05,2014,Furnished,16,13,11,2,1,Low,Yes,Yes,"Pool, Clubhouse, Gym, Garden, Playground",East,Builder,Under_Construction
847,Punjab,Amritsar,Locality_495,Villa,1,2248,303.96,0.14,1998,Semi-furnished,17,28,27,2,10,Low,No,No,"Clubhouse, Playground",West,Broker,Ready_to_Move
848,Delhi,Dwarka,Locality_209,Villa,3,1110,471.52,0.42,2010,Semi-furnished,5,7,15,2,10,Low,Yes,No,"Garden, Playground, Clubhouse",East,Builder,Ready_to_Move
849,Gujarat,Ahmedabad,Locality_154,Villa,1,2350,56.79,0.02,2013,Semi-furnished,9,26,12,1,9,High,Yes,Yes,"Playground, Pool",East,Owner,Under_Construction
850,Rajasthan,Jaipur,Locality_404,Villa,5,1574,409.32,0.26,2010,Semi-furnished,1,27,15,5,1,Low,Yes,No,Garden,South,Broker,Under_Construction
851,Gujarat,Ahmedabad,Locality_217,Apartment,2,1074,63.73,0.06,1994,Unfurnished,22,24,31,4,8,High,Yes,No,"Pool, Garden, Clubhouse, Playground",East,Broker,Under_Construction
852,Chhattisgarh,Bilaspur,Locality_136,Villa,4,779,225.97,0.29,2008,Furnished,15,7,17,5,8,High,No,Yes,"Pool, Garden",North,Broker,Ready_to_Move
853,Delhi,Dwarka,Locality_306,Villa,5,2450,384,0.16,2012,Unfurnished,5,11,13,4,4,Low,Yes,No,"Pool, Gym, Garden, Clubhouse",West,Broker,Under_Construction
854,Gujarat,Ahmedabad,Locality_189,Villa,2,1104,25.1,0.02,2017,Furnished,8,29,8,2,8,Medium,No,Yes,"Pool, Gym",South,Builder,Ready_to_Move
855,Maharashtra,Pune,Locality_220,Independent House,1,2216,276.06,0.12,2002,Semi-furnished,30,14,23,3,7,Low,Yes,Yes,"Gym, Garden, Clubhouse, Playground",West,Broker,Ready_to_Move
856,Telangana,Warangal,Locality_411,Independent House,4,2551,426.65,0.17,1995,Unfurnished,24,15,30,2,6,High,Yes,Yes,"Garden, Pool, Clubhouse, Playground, Gym",West,Builder,Ready_to_Move
857,Bihar,Gaya,Locality_155,Apartment,2,3801,38.46,0.01,2004,Furnished,30,17,21,5,8,Medium,Yes,No,Garden,North,Builder,Under_Construction
858,Uttarakhand,Haridwar,Locality_131,Independent House,1,5000,145.98,0.03,2015,Semi-furnished,25,3,10,5,10,Low,No,Yes,"Gym, Pool",South,Owner,Ready_to_Move
859,Odisha,Cuttack,Locality_126,Apartment,1,733,184.78,0.25,2020,Semi-furnished,0,26,5,9,4,Low,No,No,"Pool, Playground, Clubhouse",North,Broker,Ready_to_Move
860,Kerala,Trivandrum,Locality_161,Apartment,1,4941,439.72,0.09,2014,Semi-furnished,24,14,11,1,9,High,No,No,"Garden, Gym",North,Broker,Under_Construction
861,Karnataka,Mangalore,Locality_416,Apartment,5,2354,337.59,0.14,1991,Semi-furnished,20,24,34,9,7,Low,Yes,Yes,"Gym, Playground, Clubhouse",North,Broker,Ready_to_Move
862,Rajasthan,Jaipur,Locality_369,Independent House,1,4317,494.12,0.11,1992,Semi-furnished,11,19,33,3,3,Low,No,Yes,Pool,South,Builder,Ready_to_Move
